THETA1,THETA2,THETA3,THETA4,THETA5,THETA6,THETA7,THETA8,THETA9,OMEGA11,OMEGA21,OMEGA22,OMEGA31,OMEGA32,OMEGA33,OMEGA41,OMEGA42,OMEGA43,OMEGA44,SIGMA11
13.62,9.51,19.83,10.98,-0.05738,1.047,0.03032,0.1734,0.717,0.107,0.008248,0.07012,-0.003272,0.003517,0.1122,0.004782,0.007208,0.004048,0.06466,0
15.89,11.03,19.64,10.93,-0.2855,1.489,-0.01533,0.08761,0.8129,0.09485,0.01905,0.08697,-0.003233,0.0123,0.093,0.002525,0.004382,0.007006,0.1004,0
13.89,11.16,19.09,10.45,-0.1498,1.39,0.0599,-0.1425,1.203,0.09028,-0.01142,0.07778,0.002538,-0.005246,0.1055,0.005431,-0.002472,0.004058,0.06667,0
15.52,12.9,18.04,14.22,0.2471,1.203,0.03185,0.6969,0.5056,0.09916,-0.002148,0.1457,-0.006965,0.01205,0.08793,0.01423,-0.004556,0.009514,0.07433,0
15.63,10.44,19.51,13.26,-0.3558,1.377,0.02431,0.5429,0.8799,0.08517,-0.008685,0.1037,-0.00739,0.01886,0.1161,0.000412,0.02012,0.000808,0.104,0
16.2,10.95,19.44,9.408,-0.3839,0.1563,0.05718,0.5428,0.4656,0.07482,-0.000227,0.1067,-0.005943,-0.03522,0.1638,-0.01289,0.003423,-0.01313,0.09529,0
14.9,9.934,19.4,9.958,0.2429,0.5963,0.02237,-0.1624,0.7929,0.09354,0.0187,0.1151,-0.02022,-0.002783,0.08502,-0.009456,-0.005633,-0.009072,0.106,0
15.76,12.12,20.56,13.3,-0.1633,1.478,0.01958,0.2762,0.5515,0.1309,-0.02293,0.1454,-0.02263,0.01247,0.1074,0.002155,-0.01603,2.3e-05,0.05588,0
13.83,11.96,17.36,12.52,-0.8568,0.6706,0.01625,-0.6063,0.8145,0.09222,-0.01491,0.09266,0.01374,0.01044,0.126,-0.02426,-0.006853,-0.006221,0.07367,0
14.25,9.954,17.93,15.32,-0.1198,1.027,0.01762,0.6319,-0.1887,0.1321,0.02283,0.08015,-0.01618,-0.005604,0.09612,-0.01244,-0.005741,0.006566,0.06697,0
14.6,11.4,19.16,10.57,-0.1404,0.4758,0.007068,0.2959,0.4603,0.128,-0.000283,0.1224,-0.003193,-0.01271,0.1037,-0.00587,-0.001677,0.008992,0.06952,0
14.34,11.94,18.35,13.19,-0.8655,1.203,0.08784,0.5285,0.5013,0.11,-0.000554,0.1142,0.002014,0.003975,0.1405,0.01166,0.01084,0.02218,0.07544,0
12.75,11.83,16.16,11.81,-0.04236,0.7705,0.02009,0.6908,0.9168,0.09664,0.007961,0.09365,-4.1e-05,-0.001502,0.1033,0.00347,-0.01951,-0.01051,0.0822,0
13.52,11.38,17.09,12.97,0.233,0.5939,0.02429,-0.2209,0.3781,0.0981,-0.007458,0.07532,0.00929,-0.006508,0.09901,0.01375,-0.002301,0.007229,0.06553,0
14.25,11.09,20.9,11.8,-0.5539,0.8703,0.05694,0.9742,1.118,0.09032,0.01318,0.1169,0.01493,0.005103,0.09744,0.01325,-0.02345,0.01629,0.07901,0
13.37,11.12,19.63,10.63,-0.5013,0.7837,0.01234,0.1937,0.7823,0.08567,-0.005813,0.07708,0.008731,0.004003,0.08741,-0.001439,-0.006444,0.01062,0.07171,0
14.29,9.529,20.27,13.33,0.01137,0.4463,0.03001,0.3272,0.2321,0.07998,0.007791,0.08468,-0.004994,-0.01563,0.09242,-0.006715,0.001502,-0.005755,0.06715,0
13.31,11.04,19.24,11.7,-0.03403,1.011,0.02148,0.3652,0.7096,0.08698,0.009201,0.1059,0.00692,0.009756,0.115,-0.006087,-0.009558,0.009572,0.07004,0
14.49,10.65,20.99,11.3,-0.6044,1.278,0.04306,0.44,0.694,0.09194,0.01089,0.1106,-0.01744,-0.02143,0.09622,-0.01157,-0.01098,0.01196,0.06615,0
14.79,8.243,18.09,11.35,-1.031,1.156,-0.03595,0.3656,0.8737,0.07958,0.005304,0.1158,0.02439,-0.01804,0.138,-0.005375,-0.02126,0.006967,0.07042,0
15.38,12.42,18.37,11.49,-0.8461,0.4261,0.06362,0.3043,1.101,0.1136,-0.007939,0.1025,0.001486,-0.02178,0.127,-0.008786,0.006793,-0.01199,0.07333,0
14.49,11.1,18.87,12.31,-0.6468,1.33,0.05465,0.2217,0.7375,0.08458,-0.01369,0.1188,0.005906,-0.01129,0.09442,0.006586,-0.0325,0.0122,0.06918,0
14.56,10.47,15.58,13.32,-0.2951,1.247,0.04948,-0.07448,0.8341,0.08913,-0.001465,0.107,-0.005572,0.01287,0.111,0.01236,0.004159,-0.01109,0.07203,0
13.87,10.99,22.36,13.36,-0.4538,2.558,0.04884,0.7358,0.4823,0.08416,0.02226,0.1259,0.0129,0.002062,0.1291,0.02542,0.02323,0.02676,0.09365,0
15.33,8.712,19.34,13.21,-0.601,0.5075,0.02338,0.9579,1.149,0.08243,-0.02154,0.1066,0.0116,-0.02372,0.1241,-0.003419,-0.006766,-0.001935,0.06642,0
15.51,11.27,15.61,13.2,-0.241,0.5193,0.03698,0.7369,0.7121,0.1025,-0.02238,0.1101,-0.0241,0.02906,0.1302,-0.00266,-0.01396,0.02117,0.08557,0
15.29,11.61,18.79,10.66,-0.06089,0.7137,0.05972,0.1136,0.5725,0.07967,-0.007281,0.1148,-0.000698,0.01823,0.09774,0.007283,-0.002887,-0.005068,0.07946,0
14.28,12.04,16.32,13.56,-0.3848,1.998,0.06874,-0.2941,1.025,0.1261,-0.007655,0.09766,0.009992,0.002187,0.08296,0.02398,0.007136,0.002013,0.06921,0
13.73,10.4,19.9,12.66,0.002929,1.217,0.04469,0.03691,0.4093,0.1009,0.005579,0.1099,-0.001258,0.008174,0.07969,-0.002765,-0.01063,0.00173,0.07184,0
13.69,11.35,18.94,12.13,-0.1753,1.171,0.07283,0.6679,0.6505,0.0785,-0.003487,0.08747,-0.00441,0.008762,0.1295,0.002589,0.001534,-0.01528,0.06452,0
13.23,11.47,18.38,10.39,-0.8217,-0.01833,0.02779,-0.6143,0.852,0.1136,-0.01647,0.09836,-0.001184,0.0119,0.1302,-0.03104,0.005794,0.009297,0.09346,0
13.43,10.64,19.12,9.661,-0.381,0.5013,0.09078,0.8916,0.1337,0.09591,-0.009074,0.1209,0.004562,-0.0232,0.08277,-0.01479,0.009062,-0.01359,0.08311,0
14.63,10.8,17.34,10.19,-0.147,1.59,0.03975,0.4988,0.6506,0.06944,-0.001426,0.08843,-0.004475,-0.001104,0.09588,0.000736,-0.002726,-0.000312,0.06351,0
14.7,13.19,16.52,14.9,-0.03032,0.8156,0.07418,0.1057,1.534,0.09033,0.019,0.1096,-0.01264,0.009962,0.1253,-0.007313,-0.003024,-0.001306,0.05857,0
14.87,11.09,17.31,11.76,-0.05726,-0.2491,0.0984,-0.3691,0.4742,0.1027,-0.01007,0.1116,-0.008538,-0.01634,0.1111,-0.01084,-0.007124,-0.01214,0.08614,0
14.68,11.28,17.66,11.82,0.4186,0.4055,0.01134,0.8292,0.2689,0.1172,-0.007965,0.0707,-0.000672,-0.006682,0.1209,0.009582,-0.004715,-0.004213,0.09764,0
15.51,11.75,16.64,10.49,-0.4723,1.01,0.03993,0.1292,0.3089,0.1121,-0.02774,0.1072,-0.02776,-0.003442,0.1255,-0.03658,0.01524,0.03602,0.1022,0
13.77,11.38,17.82,11.66,-0.4934,1.113,0.05418,-0.3067,0.7431,0.1083,-0.01957,0.1191,-0.01411,0.02563,0.1181,-0.01851,-0.000298,-0.01002,0.08612,0
14.04,10.91,20.57,10.16,-0.3865,-0.813,0.02865,0.2879,0.897,0.0643,0.002273,0.1228,0.009276,-0.008088,0.09268,0.002678,0.01839,-0.01999,0.08099,0
15.06,10.55,17.04,13.05,0.2363,0.3633,0.02946,-0.5686,1.024,0.0967,-0.01033,0.1401,0.009525,-0.003884,0.1115,0.001402,0.02181,0.009491,0.09137,0
15.88,11.6,19.66,13.17,-0.6834,1.638,0.03138,0.7681,0.09597,0.08897,0.01491,0.1087,-0.000292,0.016,0.1196,0.00092,-0.01253,0.004488,0.05325,0
15.56,9.084,17.54,12.77,-0.7287,-0.01981,0.03295,-0.118,0.7881,0.08739,0.007911,0.0971,0.01587,0.005729,0.08769,0.006179,0.004106,8.6e-05,0.06141,0
14.19,10.23,22.85,11.89,-0.9174,1.129,0.02904,-0.1147,0.5831,0.1318,0.02582,0.1154,0.004734,0.006148,0.1113,-0.007416,-0.006957,-0.009992,0.07319,0
14.35,10.74,16.64,14.67,-0.548,1.506,0.03519,0.607,0.5718,0.1203,-0.01359,0.1049,-5e-04,-0.01749,0.08346,0.002979,-0.01681,0.006591,0.07746,0
13.57,13.57,20.88,11.28,-0.5736,0.9662,0.06596,0.863,0.5265,0.0887,-0.004779,0.1033,0.00224,0.01393,0.1409,0.009771,0.005333,0.02816,0.08026,0
13.4,10.3,20.01,14.5,-0.9766,0.4115,0.01926,-0.4098,-0.07582,0.08243,-0.000318,0.07867,-0.0013,0.009474,0.1208,-0.000393,0.005015,-0.01398,0.06901,0
17.3,11.78,17.62,14.7,0.2276,1.08,-0.01188,0.5764,0.3363,0.09505,-0.005215,0.09974,0.002674,-0.01353,0.08483,0.005957,-0.007997,-0.006417,0.07046,0
12.26,11.32,19.67,11.88,-0.1855,0.6043,0.01417,0.4246,0.708,0.1357,-0.004377,0.1068,0.01165,0.008273,0.07172,-0.005023,0.002329,-0.002469,0.07085,0
13.39,11.85,17.45,11.34,-0.5206,0.2909,0.05684,0.6061,0.6856,0.1027,0.00198,0.09737,-0.001464,0.0108,0.1035,-0.01234,-0.002003,-0.003546,0.07568,0
15.41,10.29,19.32,14.11,-0.6837,0.7307,0.02173,0.5284,0.5451,0.1024,-0.0104,0.06846,0.02044,0.001961,0.1001,-0.02061,0.002481,-0.01588,0.07259,0
14.19,10.46,17.52,13.6,-0.4349,0.4549,0.08594,-0.2038,0.3765,0.07377,-0.009203,0.1363,0.003915,-0.03267,0.1115,0.005502,-0.01308,0.007399,0.07222,0
14.29,13.03,19.1,11.2,-0.5609,1.397,0.01336,0.3596,0.7802,0.1245,0.01654,0.1051,0.002792,0.002512,0.1171,-0.001892,-0.009272,0.01569,0.06768,0
14.05,11.22,19.88,14.16,0.3733,0.2871,0.04143,0.2301,0.7365,0.1073,0.000824,0.1013,-0.02581,0.01384,0.1087,-0.01516,-0.003494,0.01457,0.06274,0
13.4,8.573,19.1,12.94,-0.6652,1.123,0.005526,0.2402,0.8077,0.07442,0.01084,0.08343,-0.02189,-0.0088,0.1249,-0.006903,0.00563,0.003887,0.0753,0
14.57,10.94,22.09,14.11,-0.1833,1.364,0.05662,0.3654,0.03167,0.081,-0.02209,0.09207,0.006198,-0.004349,0.1417,-0.00174,-0.01456,-0.01379,0.09613,0
15.48,8.64,19.96,14.03,-0.5366,1.567,0.04784,1.25,0.3497,0.09152,0.01754,0.1001,-0.004665,-0.01808,0.11,0.02467,-0.004386,-0.004499,0.09822,0
14.6,9.928,18.5,12.83,-0.1865,0.6109,0.01945,0.6167,0.5121,0.05364,0.004452,0.1306,0.00624,0.01576,0.102,-0.006401,-0.01043,-0.02545,0.1291,0
15.14,12.62,19.34,10.85,-0.7056,0.3643,0.04381,0.5862,0.2777,0.09121,0.002251,0.07382,-0.01066,-0.0203,0.1243,-0.007118,-0.006836,0.008488,0.07765,0
13.52,11.41,18.03,11.61,0.08343,0.367,0.04486,0.4582,0.6951,0.1046,0.01422,0.1092,0.01157,0.02895,0.1,0.01242,0.01268,0.008345,0.0932,0
14.84,11.52,20.54,14.54,-0.3055,0.6038,0.03757,0.5728,0.6258,0.08482,-0.00107,0.09492,0.008161,0.001513,0.08264,-0.01943,0.008127,-0.002022,0.08171,0
14.68,11.17,20.61,13.33,-0.1872,-0.06743,0.02341,-0.2149,0.8994,0.07547,-0.003804,0.1126,-0.0135,0.01694,0.1276,0.005974,-0.01613,0.000201,0.05638,0
14.17,12.67,19.73,14.55,-0.219,1.338,0.05674,0.2372,0.935,0.09098,-0.02888,0.1282,0.002248,-0.02055,0.1176,-0.008922,0.01352,0.006817,0.06081,0
14.81,9.305,18.86,14.06,-0.2067,0.8529,0.0438,0.003913,0.7439,0.07005,-0.004029,0.09763,0.00992,-0.00578,0.09468,0.004927,-0.008634,0.006534,0.08748,0
15.64,11.92,19.66,10.25,0.2516,0.7606,0.01768,0.284,0.6233,0.08341,0.02854,0.1263,0.000488,0.01478,0.09407,0.0143,0.01012,0.001983,0.06556,0
14.94,9.589,18.92,13.2,-0.6985,0.3067,0.03383,0.172,0.08553,0.07426,-0.01293,0.08039,0.004691,0.001751,0.09179,-0.000405,0.006092,0.000986,0.07512,0
14.4,10.78,19.38,14.07,-0.3728,1.3,0.001696,0.189,0.5085,0.09449,-0.003564,0.0738,0.01876,-0.006083,0.09641,-0.005261,0.005598,-0.01858,0.06322,0
14.46,11.51,18.17,13.09,-0.6772,0.4189,0.03663,0.02934,0.6203,0.1519,-0.000918,0.122,0.02651,0.004273,0.1222,-0.001307,0.003683,0.005423,0.05387,0
14.68,12.89,20.66,14.76,-0.06366,1.457,0.06679,0.04355,0.1743,0.1139,-0.002174,0.1638,-0.01084,0.02485,0.1086,-0.004298,-0.002212,-0.01298,0.07198,0
16.22,10.94,17.59,12.82,0.02736,1.201,0.03936,0.1114,0.09631,0.111,0.01671,0.1055,-0.0084,0.01226,0.1125,-0.009496,0.004742,-0.004197,0.06892,0
14.69,10.22,17.44,13.22,-0.7192,1.871,-0.01059,-0.1611,0.4079,0.1009,0.002476,0.1011,0.01376,0.00805,0.07654,-0.01021,-0.006186,-0.001686,0.07391,0
14.96,10.6,18.42,10.98,-0.821,0.9329,0.04651,-0.008892,0.5205,0.09043,0.01138,0.106,0.01162,-0.007517,0.09978,-0.009977,0.001708,-0.000989,0.06292,0
14.33,8.674,19.74,12.99,-0.2378,0.9469,0.03853,0.4783,0.1763,0.0904,-0.003264,0.08856,0.01,-0.0071,0.09999,0.00099,0.01408,0.003983,0.07364,0
15.79,11.84,18.01,13.06,-0.661,0.3445,0.0397,-0.2502,0.4279,0.1092,0.003311,0.09456,0.02009,0.01673,0.1184,-0.01003,0.000133,0.007646,0.07321,0
13.62,12.36,20.14,12.27,-0.8432,1.357,0.02092,-0.1838,0.3641,0.1047,0.02602,0.1022,-0.005384,0.003113,0.09206,0.005916,0.01126,0.004718,0.06569,0
13.88,11.22,20.82,12.05,0.02556,-0.6242,0.07699,-0.3425,0.6043,0.07107,-0.006026,0.1003,-0.004489,-0.007965,0.1072,-0.01275,0.003117,-0.002186,0.06017,0
14.4,11.09,16.49,12.18,-0.2061,0.9753,0.01973,0.6113,0.8598,0.08431,-0.008482,0.1111,-0.008512,0.02452,0.1242,0.02208,-0.01487,-0.008316,0.082,0
13.6,8.469,15.33,12.07,-0.4408,1.662,0.05017,0.2844,0.3989,0.08415,0.001371,0.08496,0.005376,-0.004394,0.09667,-0.006327,0.006008,-0.009312,0.04499,0
13.54,9.881,19.45,12.71,-0.2457,1.166,0.06823,0.04214,0.8617,0.08911,-0.005086,0.1147,-0.009451,-0.007801,0.1474,0.006527,-0.006037,-0.02664,0.09412,0
13.53,9.962,19.19,12.96,-0.5369,1.606,0.02077,0.702,0.5649,0.1034,-0.004049,0.1131,-0.008618,-0.006168,0.1041,-0.007677,-0.01877,0.03554,0.09186,0
14.82,10.58,22.81,11.66,-0.4247,1.343,0.04001,0.05245,0.614,0.09673,-0.008536,0.1252,0.0162,-0.02099,0.1138,-0.003768,0.002828,-0.01118,0.0745,0
14.93,9.726,15.56,11.41,0.1891,0.9062,-0.01201,0.1581,1.027,0.1049,-0.000862,0.07296,-0.002086,0.008408,0.08406,-0.00265,-0.000592,-0.00155,0.07695,0
15.86,10.76,18.65,13.38,-0.4533,1.89,0.04335,0.3497,0.5693,0.0891,-0.001302,0.08238,-0.006531,-0.01353,0.1096,-0.003295,-0.01623,-0.02407,0.1065,0
14.82,9.035,19.09,10.78,-0.7089,1.701,0.001684,0.2432,1.244,0.08501,0.000898,0.131,0.008297,0.02861,0.1444,-0.00267,-0.01194,0.001082,0.06174,0
17.04,10.05,18.43,13.69,-0.2409,-0.498,0.03279,-0.003254,0.2892,0.1013,-0.01067,0.0913,0.02528,0.000455,0.09937,0.004359,0.00902,0.007498,0.05442,0
13.97,9.883,14.94,13.11,-0.4725,0.2957,0.01716,0.7817,0.5631,0.126,0.02532,0.1131,-0.02623,-0.008162,0.1156,0.009009,-0.001566,-0.02154,0.08114,0
13.19,10.93,18.08,12.29,0.1045,0.445,0.02059,0.4586,0.6647,0.08716,0.003955,0.1029,-0.02109,-4.1e-05,0.1434,-0.00918,0.006964,-0.009358,0.07399,0
16.71,8.019,19.73,15.43,-0.578,1.464,0.04735,0.5574,0.3331,0.1012,-0.01492,0.1024,0.01192,0.01291,0.09779,-0.005134,0.00217,-0.001626,0.08394,0
15.34,10.68,18.54,14.14,-0.8081,0.6379,0.009555,0.7248,0.5665,0.09597,-0.000554,0.09723,-0.01047,0.002496,0.1177,8e-05,-0.009822,0.006173,0.07621,0
13.15,12.93,19.28,10.24,-0.4625,0.3973,0.03284,0.5065,0.6318,0.1114,0.004538,0.09648,0.002249,0.003075,0.07383,-0.002907,0.004027,-0.009752,0.06965,0
14.6,10.24,24.11,11.2,-0.06591,1.196,0.02412,0.4106,1.114,0.09888,-0.002221,0.08981,0.0193,0.00191,0.08588,-0.01678,-0.005852,-0.0131,0.06522,0
15.53,9.833,15.36,11.78,-0.000309,0.7657,0.02367,-0.007116,1.181,0.08884,0.000812,0.08945,-0.02908,-0.02066,0.1477,-0.01319,-0.001807,0.01362,0.06889,0
13.9,11.22,18.32,9.896,-1.043,1.099,0.01579,0.7373,0.005376,0.08846,0.00705,0.09202,-0.01718,0.01941,0.1018,0.004542,-0.01292,0.000152,0.07608,0
14.93,10.56,19.53,9.941,-0.4985,2.093,0.02031,1.098,0.5746,0.0943,-0.000765,0.1154,0.01911,0.01939,0.1188,-0.001766,-0.01003,-0.003955,0.08641,0
15.59,12.05,15.36,12.64,-0.418,1.241,0.04094,0.4611,0.8437,0.1046,0.00431,0.101,0.001192,-0.00751,0.1263,-0.000722,-0.0102,0.000424,0.08039,0
16.09,11.56,20.08,11.07,-0.2497,0.9061,0.0215,0.2759,0.002632,0.09885,0.00468,0.09939,-0.01138,-0.0111,0.1298,-0.01078,-0.005733,0.007517,0.07565,0
17.32,10.83,18.07,13.06,-0.2482,0.8512,0.02631,-0.358,0.732,0.07734,0.01549,0.1008,-0.0153,-0.000225,0.08884,-0.008962,0.007893,0.005427,0.0626,0
14.57,9.45,17.18,11.23,-1.13,0.9073,0.05787,-0.3063,0.8128,0.09946,-0.005522,0.1122,-0.006669,-0.03513,0.1412,0.000829,0.005906,-0.01153,0.06466,0
14.57,10.69,21.05,13.45,-0.8227,1.092,0.04641,-0.2569,0.3419,0.09366,-0.02381,0.08154,0.0312,-0.009457,0.1353,-0.003581,0.001503,0.004199,0.07354,0
13.13,13.55,19.53,11.94,0.4495,1.054,0.03902,0.6812,1.047,0.06974,-0.002774,0.1329,-0.008434,-0.003897,0.09706,0.01176,0.02307,-0.007867,0.1028,0
14.83,10.97,19.71,12.34,-0.4838,0.7757,0.03746,0.2733,0.5657,0.07382,0.01422,0.07861,0.01991,0.01254,0.1205,0.007188,-0.007153,0.004312,0.05458,0
13.91,11.34,17.31,12.67,-0.6532,1.076,0.0133,-0.1438,0.2849,0.1034,0.01624,0.09907,0.00447,-0.004772,0.08789,0.01563,0.002788,-0.007438,0.07112,0
14.36,12.27,18.56,12.42,0.3251,1.444,-0.005321,0.7726,0.5316,0.09393,-0.01903,0.08684,0.01324,-0.001768,0.1689,0.000158,-0.001924,-0.00533,0.0668,0
14.26,8.451,16.22,14.23,-0.9273,1.403,0.02205,-0.1248,0.7202,0.09093,0.00687,0.08246,-0.004925,0.02082,0.09836,0.006302,-0.000686,0.000405,0.06571,0
16.17,10.69,16.02,13.8,0.2172,0.6292,0.04416,0.1957,0.4894,0.1137,0.008417,0.1107,0.004095,-0.004644,0.09901,0.009922,-0.02538,0.01296,0.0849,0
14.42,10.44,20.37,12.86,-0.5611,1.437,0.04815,0.6486,0.4816,0.08869,-0.01447,0.1056,-0.009037,-0.007288,0.1002,-0.007319,0.01033,-0.006207,0.07332,0
14.5,10.68,18.09,14.29,-0.6219,-0.4226,0.03045,0.1499,0.349,0.09817,0.007735,0.09977,-0.006108,0.01662,0.1093,0.003403,-0.01754,0.00542,0.06617,0
15.83,13,18.93,11.52,-0.976,0.6254,0.05457,0.3946,0.2339,0.1339,-0.000518,0.1234,-0.01338,-0.000231,0.1071,0.009579,-0.02726,-0.001454,0.07193,0
14.65,10.5,22.49,14.61,0.5549,0.723,0.06095,0.06299,0.4913,0.107,0.005135,0.122,0.02065,-0.01338,0.1339,-0.008585,0.006498,-0.001451,0.06252,0
14.54,8.835,16.74,13.09,-0.02276,0.1913,0.08266,0.1955,0.3838,0.1215,-0.008379,0.1137,-0.01162,-0.01654,0.08936,-0.01048,0.002655,0.02335,0.09811,0
14.71,12.5,18.55,12.44,-0.3111,1.235,0.04257,-0.131,0.5584,0.09916,0.02096,0.1179,0.003471,0.0364,0.1393,-5.9e-05,0.01567,0.008292,0.05536,0
13.95,11.26,21.26,13.01,-0.4843,1.823,0.02507,0.4913,0.9577,0.06289,0.009045,0.1039,0.004364,0.008628,0.1114,0.005862,-0.01645,-0.002723,0.09083,0
14.82,12.77,18.24,15.11,0.1555,1.37,0.03226,0.7075,0.5377,0.08337,0.0294,0.1732,0.002551,-0.01072,0.08735,-0.00401,-0.02354,0.005534,0.0629,0
15.28,9.113,18.2,12.61,-0.2727,1.273,0.02936,0.5478,0.6688,0.08309,0.006483,0.09306,0.01591,-0.007705,0.1134,0.002882,-0.002696,0.00986,0.07239,0
14.35,11.89,17.84,11.67,0.1624,1.251,0.01436,-0.2539,0.1144,0.1055,0.006737,0.1002,-0.01451,-0.003132,0.09654,-0.004562,0.00473,0.009006,0.0598,0
14.63,8.963,18.77,12.33,-0.284,1.774,0.07755,-0.4861,-0.06553,0.1272,0.02129,0.1455,0.007231,0.004015,0.1018,-0.04023,-0.02745,-0.01304,0.07615,0
14.66,10.91,17.01,11.61,-0.06277,0.9477,0.02322,0.3407,0.1818,0.09207,0.00095,0.1358,0.003651,-0.01251,0.08712,0.002533,0.004314,0.004618,0.06142,0
15.58,12.78,17.99,9.767,-0.3189,0.6198,0.06601,0.08486,1.125,0.09006,-0.0104,0.1058,-0.004321,0.01163,0.07791,-0.00778,0.000848,-0.008,0.06684,0
13.07,9.4,16.81,12.66,-0.425,0.874,0.0296,0.2377,0.4187,0.08177,0.01021,0.08582,0.0231,-0.01176,0.1411,-0.002131,-0.008259,-0.006635,0.061,0
14.23,10.79,20.14,12.91,-0.7984,2.069,-0.01223,0.6459,0.9971,0.1069,-0.01673,0.1028,0.009371,-0.000918,0.1065,-0.02165,-0.008722,-0.01724,0.06151,0
15.08,9.692,21.32,12.02,-0.1902,1.774,0.033,1.047,0.1484,0.09756,-0.01936,0.1059,0.004675,0.01636,0.115,-0.001505,-0.001408,-0.01117,0.07282,0
15.31,11.96,16.68,11.34,-0.7113,0.761,0.01233,0.2781,0.8796,0.09818,0.007239,0.1032,0.01442,0.0139,0.1807,0.009133,0.000824,-0.01809,0.05863,0
15.55,10.27,20.1,13.8,-0.3668,0.8572,0.02387,0.1554,0.333,0.09251,-0.01098,0.126,-0.002997,-0.002213,0.1024,0.007239,-0.007382,0.004803,0.06096,0
14.66,9.019,16.55,12.68,-0.1017,0.2974,0.038,-0.2331,0.8336,0.1152,0.005085,0.0937,-0.009428,-0.004815,0.1306,0.02562,-0.006841,0.02142,0.1043,0
14.19,14.34,19.12,11.85,0.1817,0.5264,0.02828,0.3987,0.3698,0.08973,-0.00865,0.09997,0.01625,-0.02197,0.1479,0.01066,-0.01192,0.005341,0.08853,0
13.68,10.89,17.58,12.12,-0.9398,0.03228,0.003151,0.03395,0.6558,0.1148,0.01396,0.09846,0.01681,-0.002851,0.09997,0.01033,0.007375,-0.001771,0.05624,0
13.73,9.81,20.17,14.5,-0.06156,1.881,0.02203,-0.03665,0.3962,0.09454,-0.009079,0.1105,-0.002921,-0.004468,0.1267,-0.005043,0.00637,0.001317,0.09996,0
12.64,11.13,18.96,15.96,-0.6059,1.471,0.04367,-0.1827,0.7502,0.07216,0.01196,0.0843,0.000608,-0.002444,0.08523,-0.002729,-0.005725,-0.01581,0.07554,0
13.93,11.5,17.96,14.23,-0.4271,0.9279,0.06892,0.8412,1.047,0.08767,0.02737,0.09479,0.002767,0.006875,0.07167,-0.01129,-0.001954,-0.000347,0.09624,0
14.8,11.26,19.68,11.14,-0.1781,-0.04543,0.04607,0.7572,0.5375,0.08452,-0.004369,0.08102,0.008004,0.01096,0.1184,0.005652,0.01238,-0.001005,0.0789,0
14.14,12.91,17.95,14.96,-0.6671,1.255,0.06629,0.3335,0.2682,0.1054,-0.03238,0.1181,-0.003471,0.01457,0.09285,-0.01284,0.02292,0.008171,0.08635,0
13.88,11.28,21.02,11.85,-0.1967,0.5176,0.07213,0.2492,0.7116,0.1053,-0.00605,0.09126,-0.003635,0.003578,0.09242,-0.002456,-0.003163,-0.01717,0.0523,0
13.8,13.82,18.47,11.18,-1.043,0.1254,0.06787,0.4069,0.2614,0.07221,0.001072,0.07637,-0.00409,0.01951,0.1345,0.01175,-0.005812,-0.01152,0.06209,0
15.59,10.46,15.32,13.49,-0.5767,0.634,0.01606,-0.3146,0.4871,0.08671,0.000618,0.1063,-0.01444,0.002009,0.09643,0.004951,0.008788,-0.01113,0.06754,0
15.38,9.542,18.67,15.01,-0.5303,0.4855,0.04437,0.09182,0.7968,0.06938,-0.00248,0.1042,0.00454,-0.02272,0.09972,-0.004537,0.01238,0.003688,0.0594,0
13.44,7.934,17.18,13.52,-0.5507,0.6411,-0.00589,-0.7183,0.7669,0.1015,0.005653,0.09084,0.009042,0.0106,0.1372,-0.01728,-0.01213,0.002279,0.09034,0
14.03,12.25,16.92,11.74,-0.1681,0.9368,-0.02007,0.3261,1.456,0.1302,-0.002652,0.107,-0.03732,0.000146,0.1264,0.000852,0.002745,-0.00272,0.06544,0
14.93,12.87,18.85,10.81,-0.7086,1.104,0.03431,0.221,0.4246,0.09866,-0.00066,0.09253,0.02528,-0.01141,0.148,0.003782,0.005741,0.0176,0.08109,0
14.31,12.08,18.88,10.39,-0.5341,1.358,0.02206,1.047,0.9024,0.08806,0.000518,0.1135,-0.01021,-0.003425,0.1092,-0.005517,-0.005719,0.002054,0.06812,0
15.16,10.88,20.14,14.33,0.6611,1.116,0.05302,0.2737,-0.1172,0.1182,0.001861,0.1714,0.00423,-0.01395,0.1118,0.0159,-0.00019,0.01318,0.0847,0
15.22,10.57,18.78,13.15,0.1303,1.359,0.06972,-0.1298,0.9487,0.09609,0.00302,0.1178,0.009388,-0.01751,0.1084,0.001719,0.01422,-0.002497,0.06532,0
14.93,11.76,19.27,12.44,-0.2541,1.553,0.04696,0.4082,0.6298,0.06549,0.002263,0.09189,-0.007498,-0.01344,0.1048,1e-06,0.01402,-0.01346,0.07299,0
15.98,12.46,19.63,12.38,-0.5368,1.747,0.08148,-0.000943,0.6183,0.08575,0.01322,0.09967,-0.02379,0.003116,0.1261,0.01571,-0.00285,-0.003795,0.0685,0
14.5,10.48,20.64,13.47,-0.8281,1.023,0.03596,0.3134,0.2122,0.1148,0.01185,0.08777,0.006728,0.01234,0.09119,0.003542,0.003427,0.001984,0.07924,0
14.68,12.45,19.42,14.77,-0.1357,-0.2546,0.0681,0.1302,0.1601,0.07786,-0.002788,0.1009,0.005107,-0.001766,0.09087,0.001867,-0.00762,-0.01014,0.07294,0
